datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-03-04 10:00:00,10084.0,25.52263345647475,204243.14539628488,397.5353136792453,8461988.417965624,0.002008735849056604,10936.470133619305,0.023342452830188678,6308.205069984955,303671.27075290395,0.0,7943.600673634026,2140.399326365974,0.0,0.0,0.0,0.0,0,0.0,gas,79443.6823961816,15457.03036563968,0.0
2017-03-04 11:00:00,9395.0,24.79281138450875,186839.07299884924,940.7675603015075,8178800.343076926,0.5968701421800948,10905.669824844514,0.5805905951557093,6251.239142404678,302423.9684591705,0.0,7894.0,1501.0,0.0,0.0,0.0,0.0,0,1.0,coal,78971.2297485771,11070.06970581817,0.0
2017-03-04 12:00:00,8651.0,24.28583258094357,168507.20528919908,414.2562916102514,7597244.719535682,0.0020924321405544812,10595.322213085574,0.031240968222499152,5942.789925232265,291668.2740438224,0.0,7374.829834349648,1276.170165650352,0.0,0.0,0.0,0.0,0,0.0,gas,74026.06869837487,9342.922134730677,0.0
2017-03-04 13:00:00,8206.0,23.95244358022098,157760.4802799975,951.3159381640944,7342027.124925603,0.11498913546372733,10583.165843363653,0.5230144503162091,5793.301576951662,289958.6137613546,0.0,7245.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,72623.64648562393,7122.9028394811,0.0
2017-03-04 14:00:00,7933.0,23.95244358022098,151221.46318259716,951.3159381640944,7082317.873806805,0.11498913546372733,10551.773809382055,0.5230144503162091,5650.518632015337,288272.74548809807,0.0,6972.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,69894.04107404473,7122.9028394811,0.0
2017-03-04 15:00:00,7764.0,23.95244358022098,147173.5002175398,951.3159381640944,6921545.480257073,0.11498913546372733,10532.340645488684,0.5230144503162091,5562.129189911898,287229.11274751066,0.0,6803.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,68204.28534306712,7122.9028394811,0.0
2017-03-04 16:00:00,7837.0,23.95244358022098,148922.02859889594,951.3159381640944,6990991.5437430525,0.11498913546372733,10540.734852377536,0.5230144503162091,5600.309244784981,287679.91268871113,0.0,6876.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,68934.17983041248,7122.9028394811,0.0
2017-03-04 17:00:00,7762.0,23.95244358022098,147125.59533037938,951.3159381640944,6919642.848380745,0.11498913546372733,10532.110667217758,0.5230144503162091,5561.0831610112655,287216.7620641901,0.0,6801.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,68184.28823382479,7122.9028394811,0.0
2017-03-04 18:00:00,7911.0,23.95244358022098,150694.5094238323,951.3159381640944,7061388.923167195,0.11498913546372733,10549.244048401853,0.5230144503162091,5639.01231410838,288136.8879715719,0.0,6950.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,69674.072872379,7122.9028394811,0.0
2017-03-04 19:00:00,8137.0,23.95244358022098,156107.76167296222,951.3159381640944,7276386.32519228,0.11498913546372733,10575.231593016655,0.5230144503162091,5757.213579879844,289532.5151867952,0.0,7176.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,71933.74621676325,7122.9028394811,0.0
2017-03-04 20:00:00,7935.0,23.95244358022098,151269.3680697576,951.3159381640944,7084220.505683133,0.11498913546372733,10552.003787652982,0.5230144503162091,5651.56466091597,288285.0961714186,0.0,6974.0,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,69914.03818328706,7122.9028394811,0.0
2017-03-04 21:00:00,7510.0,22.23506104905294,141532.81442975622,954.460838028169,6692166.555706075,2.246313043478261,10468.4678406456,2.5007486238532106,5541.377983855077,286029.79144871223,0.0,6548.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,65794.30084910219,7122.9028394811,0.0
2017-03-04 22:00:00,7179.0,21.943824252075068,134264.4080182718,879.5748967776731,6394481.39842978,1.1920136593610702,10161.572861369259,1.3565149190868442,5193.925183258689,276402.6534563687,0.0,6217.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,62664.824672834475,7122.9028394811,0.0
2017-03-04 23:00:00,6755.0,21.854055050816807,124993.39680416496,963.0416309558966,5949336.463442543,0.3199577086479494,9849.735145040479,0.5923604363942196,4836.441459641709,266069.73376737686,0.0,5793.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,57986.04049589688,7122.9028394811,0.0
2017-03-05 00:00:00,6471.0,21.66969932385448,118825.45475909211,990.207040464002,5666403.497286418,0.9984242263291077,9557.403952375049,0.8181281589119241,4599.50256239177,257321.95508386064,0.0,5509.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,55010.05971695291,7122.9028394811,0.0
2017-03-05 01:00:00,6397.0,21.66969932385448,117221.89700912689,990.207040464002,5592994.472214606,0.9984242263291077,9479.22917899218,0.8181281589119241,4537.69703343051,255002.32281603696,0.0,5435.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,54237.71704639005,7122.9028394811,0.0
2017-03-05 02:00:00,6289.0,19.90151013977463,114905.02171949347,999.5689392599602,5477695.84155392,2.6844262058952193,8812.21248497639,1.3036263816976994,4248.468977767294,244307.5853152922,0.0,5328.975898530577,960.0241014694222,0.0,0.0,0.0,0.0,0,1.0,coal,53080.610156403745,7115.612781781358,0.0
2017-03-05 03:00:00,6158.0,19.90151013977463,112297.92389118299,999.5689392599602,5395019.079688947,2.6844262058952193,8579.89382117252,1.3036263816976994,4155.409124689845,240940.5613197594,0.0,5281.427750382429,876.5722496175704,0.0,0.0,0.0,0.0,0,1.0,coal,52585.1949012033,6492.2192668939215,0.0
2017-03-05 04:00:00,6103.0,19.90151013977463,111203.34083349539,999.5689392599602,5360307.4621120505,2.6844262058952193,8482.355450873183,1.3036263816976994,4116.338194008473,239526.92529110058,0.0,5261.464787419466,841.5352125805333,0.0,0.0,0.0,0.0,0,1.0,coal,52377.19612993594,6230.489165223624,0.0
2017-03-05 05:00:00,6216.0,19.90151013977463,113452.21147928992,999.5689392599602,5431624.058224584,2.6844262058952193,8682.752466215454,1.3036263816976994,4196.611197044746,242431.30476816325,0.0,5302.479602234281,913.5203977657185,0.0,0.0,0.0,0.0,0,1.0,coal,52804.539059994335,6768.225555928053,0.0
2017-03-05 06:00:00,6427.0,21.66969932385448,117871.98798884252,990.207040464002,5622754.887784259,0.9984242263291077,9510.921654687938,0.8181281589119241,4562.753328955345,255942.7142759655,0.0,5465.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,54550.82893986147,7122.9028394811,0.0
2017-03-05 07:00:00,6693.0,21.854055050816807,123638.44539101432,963.0416309558966,5886833.028434142,0.3199577086479494,9790.6318288421,0.5923604363942196,4784.875203456228,264254.792273471,0.0,5731.999999999999,961.0,0.0,0.0,0.0,0.0,0,1.0,coal,57329.08608117646,7122.9028394811,0.0
