,year,region,dec,pollutant,int,factor,se,r2,warn
332,2013,RFC,51764,nox,141.3984323,0.612660028,0.010774147,0.787218683,0
333,2013,RFC,51764,co2,-10534.04072,725.7588495,3.079584305,0.984507202,0
334,2013,RFC,57185,so2,-190.5705684,1.525767371,0.022427089,0.841160205,0
335,2013,RFC,57185,nox,63.77674725,0.632328383,0.008468289,0.864488377,0
336,2013,RFC,57185,co2,-9433.544372,716.7151704,2.375937317,0.990486577,0
337,2013,RFC,61761,so2,-59.50523039,1.609398143,0.02240249,0.855178282,0
338,2013,RFC,61761,nox,36.10564078,0.616130181,0.007200972,0.893347928,0
339,2013,RFC,61761,co2,-4126.872039,700.6722321,2.163033218,0.991739514,0
340,2013,RFC,65839,so2,186.7999855,1.5993764,0.022345412,0.854260538,0
341,2013,RFC,65839,nox,9.040222667,0.606684415,0.007394047,0.885094738,0
342,2013,RFC,65839,co2,6600.718493,696.7813429,2.323933198,0.990371386,0
343,2013,RFC,69374,so2,-23.26602156,1.679644047,0.025924432,0.827672707,0
344,2013,RFC,69374,nox,-19.38120684,0.60364997,0.00844714,0.853866306,0
345,2013,RFC,69374,co2,18191.10096,693.7530733,2.545580146,0.988369603,0
346,2013,RFC,72137,so2,-14.92429878,1.740508917,0.030219683,0.791468227,0
347,2013,RFC,72137,nox,-65.72696556,0.619063446,0.00915436,0.839548794,0
348,2013,RFC,72137,co2,-3227.229239,696.1070503,2.832736367,0.985733054,0
349,2013,RFC,75604,so2,-18.84823992,1.700018388,0.028087025,0.80738276,0
350,2013,RFC,75604,nox,-16.63030043,0.62284682,0.008665873,0.855293299,0
351,2013,RFC,75604,co2,12610.23903,689.6417323,2.899615383,0.984784495,0
352,2013,RFC,80517,so2,59.83719181,1.720640467,0.029210404,0.798793942,0
353,2013,RFC,80517,nox,-91.35772585,0.613954091,0.009225332,0.835188305,0
354,2013,RFC,80517,co2,20041.10884,690.4886896,3.093650627,0.982758009,0
355,2013,RFC,88011,so2,40.30260095,1.694884072,0.027278459,0.815396493,0
356,2013,RFC,88011,nox,-62.86959831,0.643146312,0.009242633,0.847096888,0
357,2013,RFC,88011,co2,20559.27258,673.5062858,3.023827274,0.982687589,0
358,2013,RFC,134429,so2,166.8917857,1.25624648,0.027118626,0.710588751,0
359,2013,RFC,134429,nox,11.7232117,0.5941562,0.009067309,0.830876653,0
360,2013,RFC,134429,co2,20174.85509,639.0259854,2.770321977,0.983839341,0
361,2013,SERC,62076,so2,-98.01372757,1.018046849,0.018496125,0.776099602,0
362,2013,SERC,62076,nox,-7.236923409,0.452932213,0.007786657,0.794714496,0
363,2013,SERC,62076,co2,8566.79792,654.0276092,3.334117571,0.977791094,0
364,2013,SERC,68365,so2,-121.4004769,1.099481369,0.017380322,0.820748971,0
365,2013,SERC,68365,nox,38.30170826,0.478189848,0.007127556,0.837398612,0
366,2013,SERC,68365,co2,18880.5069,661.1617799,2.889541535,0.983580358,0
367,2013,SERC,73078,so2,-60.58264029,1.128559183,0.018234289,0.814225833,0
368,2013,SERC,73078,nox,5.105358016,0.478054907,0.007630442,0.8178844,0
369,2013,SERC,73078,co2,10118.88449,655.4020677,2.732057101,0.98504008,0
370,2013,SERC,77032,so2,-113.3167549,1.165995426,0.021566573,0.769819331,0
371,2013,SERC,77032,nox,-20.03833261,0.490954026,0.008044105,0.809958646,0
372,2013,SERC,77032,co2,-5533.378379,655.9942434,2.672792759,0.985698355,0
373,2013,SERC,80766,so2,-120.6342769,1.119507122,0.01845215,0.808120785,0
374,2013,SERC,80766,nox,-12.18199979,0.473564814,0.007537694,0.818714829,0
375,2013,SERC,80766,co2,8732.357208,645.8746402,2.603704048,0.985995324,0
376,2013,SERC,85028,so2,-39.34094328,1.136903385,0.020812996,0.773449315,0
377,2013,SERC,85028,nox,-21.23758504,0.488551645,0.009397108,0.755655433,0
378,2013,SERC,85028,co2,17507.77488,643.3137247,2.805432046,0.983650439,0
379,2013,SERC,89910,so2,99.8276545,1.175092251,0.01987757,0.799943226,0
380,2013,SERC,89910,nox,27.97783075,0.47566217,0.007754884,0.811485202,0
381,2013,SERC,89910,co2,27599.21552,630.5757919,2.501757818,0.986429575,0
382,2013,SERC,96419,so2,198.8856461,1.185073897,0.020404066,0.79422314,0
383,2013,SERC,96419,nox,63.86836199,0.46928395,0.00824394,0.787576546,0
384,2013,SERC,96419,co2,36279.90947,624.865933,2.368270831,0.987601132,0
385,2013,SERC,106276,so2,300.4649393,1.14659136,0.021086095,0.771850468,0
386,2013,SERC,106276,nox,-20.33023859,0.477192977,0.008522953,0.781978893,0
387,2013,SERC,106276,co2,-2197.668539,619.2875901,2.365335744,0.987410456,0
388,2013,SERC,140862,so2,-51.69285072,0.941374996,0.023829286,0.641014958,0
389,2013,SERC,140862,nox,-68.10571697,0.4842979,0.009484919,0.748930048,0
390,2013,SERC,140862,co2,-47957.68986,606.8353513,2.367624735,0.986870279,0
391,2013,SPP,15753,so2,-24.37023506,1.11843044,0.016728415,0.836452355,0
392,2013,SPP,15753,nox,-29.36777536,0.655686126,0.009470817,0.845776676,0
393,2013,SPP,15753,co2,7501.739166,795.3697243,3.717757526,0.981262119,0
394,2013,SPP,17424,so2,9.647510186,1.079963626,0.031159127,0.578853939,0
395,2013,SPP,17424,nox,-14.87575402,0.707573019,0.008544557,0.886955399,0
396,2013,SPP,17424,co2,8090.618334,758.7895789,3.490721127,0.981839019,0
397,2013,SPP,18636,so2,22.01975334,1.028975663,0.015437324,0.835618385,0
398,2013,SPP,18636,nox,1.479141134,0.683829369,0.008848919,0.872332989,0
399,2013,SPP,18636,co2,8393.92421,736.9545412,3.842068812,0.976795931,0
400,2013,SPP,19665,so2,27.94211046,0.995497733,0.016484134,0.80668444,0
401,2013,SPP,19665,nox,-8.745638057,0.687447434,0.008695568,0.877316882,0
402,2013,SPP,19665,co2,9806.160281,722.888462,4.172682131,0.971703469,0
403,2013,SPP,20718,so2,8.716826757,0.921006293,0.016607277,0.778711158,0
404,2013,SPP,20718,nox,-7.083059494,0.681918924,0.009429889,0.856801251,0
405,2013,SPP,20718,co2,3982.70093,700.8144654,4.350483413,0.967416782,0
406,2013,SPP,21713,so2,-7.704543922,0.85799742,0.017614536,0.730797576,0
407,2013,SPP,21713,nox,-15.28887337,0.691587046,0.010373254,0.835680847,0
408,2013,SPP,21713,co2,2142.379831,684.4368853,4.455881055,0.964279722,0
409,2013,SPP,23046,so2,33.39013488,0.87196553,0.020755092,0.668816297,0
410,2013,SPP,23046,nox,4.46344846,0.683297603,0.010364984,0.832564749,0
411,2013,SPP,23046,co2,9591.127998,670.089636,3.960777792,0.970369186,0
412,2013,SPP,25022,so2,80.43066998,0.716182783,0.025115309,0.481966654,0
413,2013,SPP,25022,nox,28.89672581,0.643658516,0.009514196,0.839658082,0
414,2013,SPP,25022,co2,14797.73674,637.1952396,3.833442457,0.969336697,0
415,2013,SPP,28664,so2,65.28949703,0.612980079,0.013055624,0.716089575,0
416,2013,SPP,28664,nox,22.68031196,0.645947366,0.008540677,0.867458865,0
417,2013,SPP,28664,co2,11295.40757,596.693399,3.118470191,0.97668441,0
418,2013,SPP,39241,so2,5.319306868,0.274762598,0.012710045,0.348406572,0
419,2013,SPP,39241,nox,-3.273920297,0.822595962,0.01120007,0.86056731,0
420,2013,SPP,39241,co2,-5411.914475,544.374857,2.611687682,0.980279954,0
421,2013,TRE,20630,so2,-38.81894004,1.241958119,0.028874698,0.679151958,0
422,2013,TRE,20630,nox,31.85496939,0.311381137,0.011660899,0.449293009,0
423,2013,TRE,20630,co2,485.4345703,674.3581326,4.13926593,0.968120869,0
424,2013,TRE,23616,so2,7.99017967,0.874905811,0.027244272,0.541272253,0
425,2013,TRE,23616,nox,6.730777298,0.280676577,0.010352602,0.456820312,0
426,2013,TRE,23616,co2,17829.67435,613.0032975,4.301323877,0.958743486,0
427,2013,TRE,25801,so2,-42.18171318,0.867168955,0.028382909,0.516447302,0
428,2013,TRE,25801,nox,-7.748927486,0.261851377,0.008936502,0.495546468,0
429,2013,TRE,25801,co2,6963.234276,596.5561083,4.279518655,0.956958083,0
430,2013,TRE,27670,so2,-79.55540693,0.771296876,0.029859457,0.432922592,0
431,2013,TRE,27670,nox,-15.75275688,0.249905805,0.011654112,0.344742517,0
432,2013,TRE,27670,co2,-915.5306545,580.93357,4.523317082,0.949678987,0
433,2013,TRE,29420,so2,-82.42336397,0.768596407,0.027365659,0.474390891,0
434,2013,TRE,29420,nox,-12.49189613,0.233688882,0.010777655,0.349770277,0
435,2013,TRE,29420,co2,9849.839774,574.0821988,4.261109682,0.954060667,0
436,2013,TRE,31581,so2,19.17576487,0.7042167,0.029195073,0.399653742,0
437,2013,TRE,31581,nox,18.21006083,0.262095782,0.017610219,0.202197027,0
438,2013,TRE,31581,co2,26767.13226,569.4980593,4.489387702,0.948485234,0
439,2013,TRE,34416,so2,183.4983501,0.542133013,0.024097957,0.366720538,0
440,2013,TRE,34416,nox,31.93687429,0.236687392,0.010065597,0.387496813,0
441,2013,TRE,34416,co2,31216.08834,536.9080064,4.121747449,0.951015141,0
442,2013,TRE,38812,so2,254.7544133,0.330118225,0.017632159,0.286258088,0
443,2013,TRE,38812,nox,32.10667802,0.189259806,0.006951192,0.45892646,0
444,2013,TRE,38812,co2,49776.01299,495.1339938,3.174600193,0.965317207,0
445,2013,TRE,45838,so2,265.5164734,0.10120619,0.014775225,0.05094771,0
446,2013,TRE,45838,nox,-21.11762761,0.206757732,0.007905429,0.439033772,0
447,2013,TRE,45838,co2,-9575.70898,459.603892,2.263364879,0.979243979,0
448,2013,TRE,61164,so2,129.2200954,-0.031013203,0.016470963,0.00404004,0
449,2013,TRE,61164,nox,-86.03288225,0.434523323,0.011809404,0.607693335,0
450,2013,TRE,61164,co2,-36929.40243,503.7611424,1.856793388,0.988265545,0
451,2013,WECC,37484,so2,54.74605829,0.320034635,0.009591433,0.560215688,0
452,2013,WECC,37484,nox,49.23799886,0.540793024,0.009636947,0.782753327,0
453,2013,WECC,37484,co2,35711.916,578.4132866,3.374569029,0.971110489,0
454,2013,WECC,41215,so2,46.99858106,0.267845403,0.008957805,0.505672035,0
455,2013,WECC,41215,nox,7.478730922,0.470426101,0.010458104,0.698347887,0
456,2013,WECC,41215,co2,13620.02016,536.4763869,3.311428015,0.967773397,0
457,2013,WECC,43694,so2,30.92703627,0.242039037,0.009507309,0.425800974,0
458,2013,WECC,43694,nox,2.059852953,0.482089198,0.011031905,0.686023738,0
459,2013,WECC,43694,co2,12816.60499,539.556941,3.445726786,0.965581841,0
460,2013,WECC,45740,so2,29.55295941,0.274655002,0.010695751,0.430026776,0
461,2013,WECC,45740,nox,32.72724542,0.503092116,0.012317446,0.656206173,0
462,2013,WECC,45740,co2,13763.15835,548.016453,3.476630753,0.966019689,0
463,2013,WECC,47739,so2,22.39682794,0.233509952,0.009939222,0.387078709,0
464,2013,WECC,47739,nox,23.62555713,0.465229839,0.01066718,0.685171102,0
465,2013,WECC,47739,co2,14446.13104,539.9647873,2.994362262,0.97382597,0
466,2013,WECC,49841,so2,3.356459844,0.233405674,0.008935783,0.43840153,0
467,2013,WECC,49841,nox,22.68718844,0.428132623,0.010085431,0.673399656,0
468,2013,WECC,49841,co2,-3244.826341,524.7201531,3.023910612,0.971792324,0
469,2013,WECC,52284,so2,-7.314257054,0.209833264,0.008210028,0.427718321,0
470,2013,WECC,52284,nox,45.52514608,0.401227381,0.009947651,0.650514925,0
471,2013,WECC,52284,co2,-4297.977693,519.1143947,2.762254218,0.975851166,0
472,2013,WECC,55438,so2,-20.44201147,0.182327009,0.008396504,0.350439559,0
473,2013,WECC,55438,nox,32.54461408,0.356202047,0.009314566,0.625920962,0
474,2013,WECC,55438,co2,-2038.744364,509.7399392,2.540844853,0.978746013,0
475,2013,WECC,62084,so2,-3.582919202,0.124779513,0.00864059,0.192643251,0
476,2013,WECC,62084,nox,16.76715296,0.313884655,0.008569313,0.60553829,0
477,2013,WECC,62084,co2,-11201.08136,503.2005478,2.277704793,0.982407969,0
478,2013,WECC,82982,so2,-37.18278618,0.068435322,0.008247368,0.073027322,0
479,2013,WECC,82982,nox,-80.33308228,0.247120733,0.007896804,0.528408734,0
480,2013,WECC,82982,co2,-34164.1198,504.0581132,2.062309083,0.985580512,0
481,2014,FRCC,13247,so2,80.17076851,0.470645731,0.01347566,0.582576853,0
482,2014,FRCC,13247,nox,23.98629625,0.221995446,0.007574742,0.495648836,0
483,2014,FRCC,13247,co2,26788.44171,549.3756464,3.152240847,0.972030087,0
484,2014,FRCC,15136,so2,80.88270931,0.50473395,0.011491552,0.688208726,0
485,2014,FRCC,15136,nox,22.32209737,0.245564257,0.005454995,0.698670203,0
486,2014,FRCC,15136,co2,26601.50004,535.3218369,2.539811082,0.980705961,0
487,2014,FRCC,16813,so2,23.90576569,0.475817305,0.010952556,0.683486666,0
488,2014,FRCC,16813,nox,7.687357069,0.237916081,0.00494827,0.725653298,0
489,2014,FRCC,16813,co2,12949.52218,517.4112022,2.407830635,0.981424163,0
490,2014,FRCC,18164,so2,-62.64185195,0.4961506,0.012491883,0.643484565,0
491,2014,FRCC,18164,nox,-36.08060027,0.263423751,0.005844166,0.69921444,0
492,2014,FRCC,18164,co2,398.2595548,511.1038989,2.786936777,0.974671723,0
493,2014,FRCC,19421,so2,-36.24425607,0.511452684,0.015433296,0.556846965,0
494,2014,FRCC,19421,nox,-34.64385704,0.284235176,0.007834317,0.600967052,0
495,2014,FRCC,19421,co2,-992.0302711,509.3032683,3.015486988,0.970271918,0
496,2014,FRCC,20871,so2,-56.15350193,0.502531736,0.013229063,0.622789449,0
497,2014,FRCC,20871,nox,-49.11128037,0.299338025,0.008387027,0.593075575,0
498,2014,FRCC,20871,co2,-1861.712136,497.5043867,3.087610152,0.967432589,0
499,2014,FRCC,22490,so2,3.694961851,0.479561142,0.01311247,0.604806964,0
500,2014,FRCC,22490,nox,-42.78102013,0.332198519,0.007578218,0.687364957,0
501,2014,FRCC,22490,co2,-301.6683978,482.1785106,2.678216804,0.973743799,0
502,2014,FRCC,24845,so2,-34.61929233,0.477240319,0.013275089,0.596567061,0
503,2014,FRCC,24845,nox,-23.76764097,0.380839406,0.00713834,0.765076283,0
504,2014,FRCC,24845,co2,-3714.99866,471.1755785,2.288321205,0.979801553,0
505,2014,FRCC,28172,so2,63.0898835,0.391234614,0.015644244,0.417104381,0
506,2014,FRCC,28172,nox,0.04114364,0.45637824,0.007772045,0.797783279,0
507,2014,FRCC,28172,co2,-2038.760327,467.6721957,2.424346094,0.977052495,0
508,2014,FRCC,36011,so2,-21.29192899,0.381466173,0.039232933,0.097609806,0
509,2014,FRCC,36011,nox,-36.50348044,0.609220349,0.015715895,0.632262288,0
510,2014,FRCC,36011,co2,-9495.511751,457.7291535,3.038915113,0.962905042,0
511,2014,MRO,12466,so2,23.31056894,1.506532932,0.025988485,0.793596959,0
512,2014,MRO,12466,nox,7.907967562,0.870030321,0.013469604,0.826798396,0
513,2014,MRO,12466,co2,5952.58433,866.5132441,3.225416505,0.988035211,0
514,2014,MRO,13996,so2,36.02123444,1.28884894,0.022871786,0.784167675,0
515,2014,MRO,13996,nox,-7.763306025,0.780023782,0.011506095,0.840213131,0
516,2014,MRO,13996,co2,3438.447379,835.5673863,3.329237934,0.986314721,0
517,2014,MRO,15339,so2,-19.20387187,1.263009326,0.021560988,0.797000783,0
518,2014,MRO,15339,nox,-7.756203392,0.799941312,0.011197883,0.853778219,0
519,2014,MRO,15339,co2,-2131.325478,834.4519242,3.367509917,0.985965776,0
520,2014,MRO,16650,so2,15.38706049,1.334416604,0.02250018,0.80097064,0
521,2014,MRO,16650,nox,6.797632745,0.797103539,0.011919099,0.836526126,0
522,2014,MRO,16650,co2,3987.348298,823.4015888,4.037111902,0.979422172,0
523,2014,MRO,17732,so2,-9.338811554,1.272144045,0.022498803,0.785315047,0
524,2014,MRO,17732,nox,-7.15194267,0.761159575,0.011622144,0.830725971,0
525,2014,MRO,17732,co2,1446.261443,799.7447635,4.020594686,0.978387739,0
526,2014,MRO,18820,so2,-14.00407058,1.254100593,0.023999409,0.757534392,0
527,2014,MRO,18820,nox,1.668592889,0.794811531,0.013009505,0.810270567,0
528,2014,MRO,18820,co2,6754.590777,792.086416,4.128596587,0.976805798,0
529,2014,MRO,20006,so2,-0.758448674,1.204567538,0.026419261,0.704013722,0
530,2014,MRO,20006,nox,12.44580726,0.740093446,0.013914506,0.763977053,0
531,2014,MRO,20006,co2,4603.106065,758.0339293,4.690731152,0.967616882,0
532,2014,MRO,21099,so2,17.30367088,1.062377344,0.0321735,0.555066295,0
533,2014,MRO,21099,nox,-6.028475835,0.697363532,0.014576663,0.72365999,0
534,2014,MRO,21099,co2,2045.479774,727.1974501,4.896874455,0.961878929,0
535,2014,MRO,22820,so2,70.63070745,0.827292717,0.028134468,0.497311509,0
536,2014,MRO,22820,nox,30.71130471,0.643955811,0.015031318,0.677412944,0
537,2014,MRO,22820,co2,12306.39881,676.0108646,4.872670935,0.956563765,0
538,2014,MRO,28718,so2,29.39717495,0.60010032,0.03653053,0.235919338,0
539,2014,MRO,28718,nox,12.72151145,0.637045406,0.019419737,0.551818693,0
540,2014,MRO,28718,co2,8293.096556,643.6660376,5.191942176,0.946194068,0
541,2014,NPCC,8005,so2,-6.176973908,0.034138168,0.007372376,0.023945728,0
542,2014,NPCC,8005,nox,30.8101048,0.145676577,0.009395633,0.215718692,0
543,2014,NPCC,8005,co2,15531.29559,461.9787674,2.890418602,0.966918974,0
544,2014,NPCC,9361,so2,-14.27829091,0.052600702,0.010543866,0.02768713,0
545,2014,NPCC,9361,nox,24.37243043,0.144458482,0.007136536,0.319178166,0
546,2014,NPCC,9361,co2,8932.327354,458.5947071,2.315091084,0.978211748,0
547,2014,NPCC,10653,so2,-12.22319486,0.093191789,0.010518468,0.082411331,0
548,2014,NPCC,10653,nox,-3.255658508,0.124127375,0.006711579,0.281277736,0
549,2014,NPCC,10653,co2,-129.4174956,450.9725531,2.149336126,0.980533744,0
550,2014,NPCC,11802,so2,-16.78660853,0.085575078,0.009724525,0.081391115,0
551,2014,NPCC,11802,nox,-24.76544149,0.108602479,0.00806242,0.171914473,0
552,2014,NPCC,11802,co2,-3719.381131,448.9640637,2.105457845,0.98114125,0
553,2014,NPCC,12834,so2,-1.705260739,0.114687438,0.01004218,0.129854281,0
554,2014,NPCC,12834,nox,-9.720303303,0.131732743,0.008049861,0.234542015,0
555,2014,NPCC,12834,co2,-3427.165806,453.3244503,2.170610994,0.980355511,0
556,2014,NPCC,13781,so2,-18.33817584,0.189788552,0.012918554,0.1980402,0
557,2014,NPCC,13781,nox,-16.56389641,0.171927331,0.007965279,0.347710005,0
558,2014,NPCC,13781,co2,-8121.503389,470.2828731,2.285926258,0.97976791,0
559,2014,NPCC,14853,so2,-12.26368914,0.200184212,0.014150092,0.186328324,0
560,2014,NPCC,14853,nox,-22.86770436,0.179036911,0.010528859,0.248591896,0
561,2014,NPCC,14853,co2,-6787.408934,472.5843391,2.514971078,0.975845403,0
562,2014,NPCC,16373,so2,-33.87616818,0.235905015,0.020338955,0.13339162,0
563,2014,NPCC,16373,nox,-26.27597396,0.265122326,0.012105427,0.354342463,0
564,2014,NPCC,16373,co2,-6785.228514,485.6587646,2.63553849,0.974907096,0
565,2014,NPCC,18658,so2,-23.19584564,0.34816712,0.016389712,0.340509876,0
566,2014,NPCC,18658,nox,-18.05885146,0.297927419,0.013566653,0.355577775,0
567,2014,NPCC,18658,co2,-9107.245823,495.3239192,2.684656865,0.974967707,0
568,2014,NPCC,31290,so2,-1.902476831,0.477058545,0.018593341,0.429618217,0
569,2014,NPCC,31290,nox,-35.55769337,0.513498789,0.019482232,0.44285312,0
570,2014,NPCC,31290,co2,-8017.159342,529.0732394,2.959553047,0.973379614,0
571,2014,RFC,51156,so2,-130.683916,1.52092739,0.029839315,0.748271938,0
572,2014,RFC,51156,nox,50.57655832,0.633372475,0.010496431,0.806428212,0
573,2014,RFC,51156,co2,-18070.08918,728.612991,3.041315902,0.985000488,0
574,2014,RFC,56797,so2,-97.67474253,1.580213072,0.020931492,0.867040364,0
575,2014,RFC,56797,nox,27.92654744,0.628995531,0.007571103,0.887603312,0
576,2014,RFC,56797,co2,-13644.36514,717.4027671,2.496529675,0.989526634,0
577,2014,RFC,61910,so2,12.7639952,1.616827377,0.020377128,0.878097451,0
578,2014,RFC,61910,nox,7.499419917,0.636595258,0.007333417,0.896070343,0
579,2014,RFC,61910,co2,-12322.88897,704.0571206,2.463909257,0.989409387,0
580,2014,RFC,65653,so2,-3.838085853,1.600232589,0.025036756,0.823760819,0
581,2014,RFC,65653,nox,7.396542913,0.607321542,0.008485264,0.854255376,0
582,2014,RFC,65653,co2,9497.096776,704.0105694,2.931446146,0.985072567,0
583,2014,RFC,68718,so2,14.72869593,1.584436262,0.02447592,0.827428056,0
584,2014,RFC,68718,nox,25.62143201,0.621856446,0.009235475,0.838381438,0
585,2014,RFC,68718,co2,5893.789192,708.757654,2.776107985,0.986768656,0
586,2014,RFC,73056,so2,42.66772539,1.618539837,0.026264165,0.8129157,0
587,2014,RFC,73056,nox,-10.62692914,0.626464407,0.009510529,0.832340239,0
588,2014,RFC,73056,co2,12416.92858,700.3914457,3.091705293,0.983254736,0
589,2014,RFC,77772,so2,-32.50795878,1.598296652,0.025757805,0.814999921,0
590,2014,RFC,77772,nox,-55.80172831,0.616486088,0.008941562,0.844693131,0
591,2014,RFC,77772,co2,17186.88548,684.7859999,2.890558452,0.984666046,0
592,2014,RFC,83162,so2,8.388191914,1.41126557,0.03159182,0.695425349,0
593,2014,RFC,83162,nox,-1.190348156,0.585206981,0.010199277,0.790214231,0
594,2014,RFC,83162,co2,38171.47689,644.8282629,3.177210569,0.979222341,0
595,2014,RFC,91180,so2,322.32683,1.274899624,0.035297085,0.598823238,0
596,2014,RFC,91180,nox,-33.35562377,0.576738221,0.010554243,0.773580558,0
597,2014,RFC,91180,co2,37661.91796,610.0367406,3.042810033,0.978718275,0
598,2014,RFC,117336,so2,159.5304291,0.913479412,0.038294346,0.394326159,0
599,2014,RFC,117336,nox,1.243912791,0.614836401,0.013817724,0.693753816,0
600,2014,RFC,117336,co2,22219.42271,592.413907,3.213439246,0.974928861,0
601,2014,SERC,63144,so2,-212.065685,1.06796758,0.019488179,0.774575325,0
602,2014,SERC,63144,nox,-32.54458649,0.471777709,0.0076797,0.811956642,0
603,2014,SERC,63144,co2,-22950.62564,663.0690689,3.057375889,0.981757028,0
604,2014,SERC,69077,so2,-72.44121336,1.139086124,0.016901933,0.838624186,0
605,2014,SERC,69077,nox,-34.46820963,0.508701412,0.007625573,0.835844328,0
606,2014,SERC,69077,co2,2416.779005,675.4036438,2.699807099,0.986227049,0
607,2014,SERC,73457,so2,-72.42205976,1.126998445,0.018950912,0.80184119,0
608,2014,SERC,73457,nox,7.203948594,0.51621257,0.008584754,0.805335469,0
609,2014,SERC,73457,co2,5854.68124,672.3864225,2.775158795,0.985329972,0
610,2014,SERC,77096,so2,-33.86016235,1.133549899,0.018926647,0.804080725,0
611,2014,SERC,77096,nox,-4.755813411,0.519669584,0.009217899,0.784318379,0
612,2014,SERC,77096,co2,5579.111039,673.6703991,3.303548187,0.979415294,0
613,2014,SERC,81227,so2,-87.25023348,1.140566543,0.01895845,0.805492145,0
614,2014,SERC,81227,nox,11.32000615,0.514096855,0.008263418,0.815787866,0
615,2014,SERC,81227,co2,3198.023453,663.5102894,2.711942695,0.9856093,0
616,2014,SERC,86307,so2,-53.78401549,1.075161079,0.017513006,0.811759473,0
617,2014,SERC,86307,nox,-32.61460794,0.487519392,0.008400951,0.793948068,0
618,2014,SERC,86307,co2,-4808.471773,655.3157277,2.645882013,0.98595224,0
619,2014,SERC,93034,so2,226.9008249,1.071453531,0.016911835,0.821190646,0
620,2014,SERC,93034,nox,-1.619214579,0.514290397,0.008213279,0.817722296,0
621,2014,SERC,93034,co2,35537.56216,656.0270837,2.284271909,0.989514583,0
622,2014,SERC,100996,so2,352.9700318,0.989615353,0.020178184,0.733479445,0
623,2014,SERC,100996,nox,59.14199712,0.478291112,0.008858488,0.769343266,0
624,2014,SERC,100996,co2,33875.59971,639.3847414,2.488874501,0.986929891,0
625,2014,SERC,112989,so2,285.4857748,0.824401106,0.017752827,0.711595251,0
626,2014,SERC,112989,nox,-2.631129219,0.486174038,0.009561094,0.74737267,0
627,2014,SERC,112989,co2,25849.0392,625.573945,2.395295242,0.98734848,0
628,2014,SERC,145255,so2,112.9600441,0.620552036,0.025309542,0.407520645,0
629,2014,SERC,145255,nox,2.557758269,0.525698349,0.012922565,0.654397302,0
630,2014,SERC,145255,co2,-23967.25175,605.2890602,2.897964822,0.980359286,0
631,2014,SPP,14552,so2,5.700865793,0.896818903,0.019326834,0.711286109,0
632,2014,SPP,14552,nox,0.926944872,0.553711425,0.009683379,0.789079399,0
633,2014,SPP,14552,co2,5403.028659,709.9340476,4.642445342,0.963972537,0
634,2014,SPP,16255,so2,8.579207027,0.880001614,0.017283556,0.74786466,0
635,2014,SPP,16255,nox,-4.043472333,0.529616022,0.008742139,0.807665861,0
636,2014,SPP,16255,co2,-37.15461801,687.9638843,4.75223252,0.959965789,0
637,2014,SPP,17460,so2,11.50511217,0.87698381,0.017317555,0.745822575,0
638,2014,SPP,17460,nox,-11.76139902,0.557120353,0.009480361,0.798031663,0
639,2014,SPP,17460,co2,-757.4328756,694.7968664,4.82594457,0.959540215,0
640,2014,SPP,18529,so2,19.66673089,0.832724648,0.017776091,0.715167801,0
641,2014,SPP,18529,nox,1.038485551,0.533332736,0.010074627,0.762270936,0
642,2014,SPP,18529,co2,7439.411468,689.4712198,5.007907715,0.955922741,0
643,2014,SPP,19599,so2,-4.673780247,0.87329697,0.016448396,0.7631218,0
644,2014,SPP,19599,nox,-9.577606891,0.585536084,0.00909087,0.825820413,0
645,2014,SPP,19599,co2,700.9677375,708.5377827,4.698957077,0.962941743,0
646,2014,SPP,20903,so2,-2.953224185,0.800828765,0.01602705,0.740709242,0
647,2014,SPP,20903,nox,-7.118580316,0.566289978,0.008682125,0.829572349,0
648,2014,SPP,20903,co2,4992.682271,689.2388186,4.33276534,0.966614669,0
649,2014,SPP,22496,so2,35.94905352,0.749753646,0.013720546,0.773777437,0
650,2014,SPP,22496,nox,11.118977,0.570902273,0.00844684,0.839554318,0
651,2014,SPP,22496,co2,7826.291854,666.5744762,4.050130695,0.968776711,0
652,2014,SPP,24284,so2,8.993005775,0.649942337,0.014595579,0.694077023,0
653,2014,SPP,24284,nox,1.026839069,0.56631668,0.009656211,0.797383996,0
654,2014,SPP,24284,co2,8389.123414,632.1218826,3.954122123,0.966932151,0
655,2014,SPP,27196,so2,33.81839071,0.500155423,0.012694769,0.6397726,0
656,2014,SPP,27196,nox,14.47952235,0.536968198,0.010743429,0.740814964,0
657,2014,SPP,27196,co2,10918.7532,571.2020394,3.336383107,0.971045029,0
658,2014,SPP,37459,so2,20.17084556,0.360304453,0.013372788,0.453726432,0
659,2014,SPP,37459,nox,-16.11823822,0.646827956,0.013913919,0.712037631,0
660,2014,SPP,37459,co2,-5926.260391,560.4789569,3.013386309,0.975358524,0
661,2014,TRE,21157,so2,-138.0101284,1.163205883,0.027199325,0.676647121,0
662,2014,TRE,21157,nox,-1.537364293,0.290158137,0.006132275,0.719228928,0
663,2014,TRE,21157,co2,4262.465473,691.080089,4.105919622,0.970071878,0
664,2014,TRE,23936,so2,-61.0542202,0.937238567,0.025567376,0.605912114,0
665,2014,TRE,23936,nox,4.225519009,0.25454829,0.005948152,0.676938905,0
666,2014,TRE,23936,co2,12080.07891,622.6558511,3.941572523,0.96616203,0
667,2014,TRE,26121,so2,-11.38175738,0.844225991,0.025524044,0.555894963,0
