datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-08-06 17:00:00,66088.0,27.08243916164429,1526309.8839109123,884.7129379791406,48023687.6529103,1.4733254266760496,33354.99632403378,0.36069411475500235,22759.995522571997,829163.093106766,0.0,44121.137492006324,21966.862507993676,0.0,0.0,0.0,0.0,0,1.0,coal,423511.75761726394,160257.38744373244,0.0
2017-08-06 18:00:00,66347.0,27.08243916164429,1533324.2356537783,884.7129379791406,48252828.303846896,1.4733254266760496,33736.587609542876,0.36069411475500235,22853.415298293545,831243.9041949727,0.0,44380.137492006324,21966.862507993676,0.0,0.0,0.0,0.0,0,1.0,coal,425973.58837784716,160257.38744373244,0.0
2017-08-06 19:00:00,67226.0,27.12726629710247,1558108.5785821432,889.4494483332326,49078007.77244618,0.07510973852067757,33980.1555274444,0.2555683799733486,23080.13290922018,842571.8762778069,0.0,45215.1374920063,22010.862507993676,0.0,0.0,0.0,0.0,0,1.0,coal,433854.3796124329,160819.57651255836,0.0
2017-08-06 20:00:00,65002.0,26.713448474404668,1498270.799853834,927.8595684401234,47029442.59421107,1.0535628316801398,31618.804199902155,0.556616679075215,21873.17459828826,812704.3327015279,0.0,43057.37609013854,21944.623909861446,0.0,0.0,0.0,0.0,0,1.0,coal,412720.0152055502,160063.66454444724,0.0
2017-08-06 21:00:00,60516.0,26.015629999999998,1379811.3921839742,732.75143360981,43351636.43679642,0.46347529167419566,28517.521851373236,0.2749057207050003,19964.145960018534,767446.4445665439,0.0,39325.066033188734,21190.933966811255,0.0,0.0,0.0,0.0,0,0.5,gas,376480.3670269278,153548.33002931846,0.0
2017-08-06 22:00:00,55530.0,25.389114671896966,1251591.0880416317,884.6939126505506,39826047.12485994,1.1345405596189633,26369.402560082504,0.40547898322502196,18427.499572915727,708995.1614937383,0.0,36055.88599759494,19474.114002405047,0.0,0.0,0.0,0.0,0,1.0,coal,344931.48361673614,141607.72164234344,0.0
2017-08-06 23:00:00,51752.0,25.07594489496824,1156383.022682723,638.21641930615,37165240.708803944,0.38376551133302783,24932.585866369987,0.2669515050143263,16860.52943267521,656900.392379281,0.0,33635.16201818992,18116.837981810066,0.0,0.0,0.0,0.0,0,0.5,gas,321885.65985174547,132404.94768414783,0.0
2017-08-07 00:00:00,49863.0,24.716532638284537,1109262.8432252144,902.3004115258625,35967312.46244753,0.5039859151528773,24478.952633264922,0.42004438021386387,16496.656037626402,649270.5226681795,0.0,32951.20629656576,16911.793703434225,0.0,0.0,0.0,0.0,0,1.0,coal,314860.60008048505,122414.53818818615,0.0
2017-08-07 01:00:00,48596.0,24.194946669265775,1078398.357501318,870.2456803090422,34874532.54788488,0.5452816102771695,23192.97450885709,0.45081555603251044,15885.540113374009,622162.4978510222,0.0,31850.206296565768,16745.793703434225,0.0,0.0,0.0,0.0,0,1.0,coal,303986.65333521186,121049.64121848918,0.0
2017-08-07 02:00:00,47846.0,24.114793540362612,1060287.2694224494,864.9548005763135,34229256.60366244,0.4679160641152613,22891.617275348544,0.3897720731460236,15631.616901641282,617103.0818573671,0.0,31100.206296565768,16745.793703434225,0.0,0.0,0.0,0.0,0,1.0,coal,297129.1919448786,121049.64121848918,0.0
