datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-09-06 02:00:00,8078.0,19.061026681639014,135285.04572905885,445.7172253196362,3147094.562895105,0.0021955561255656616,15.866084674659495,0.08530486577037984,269.68501815478544,401.3108697023722,0.0,206.52917754500268,7871.470822454997,0.0,0.0,0.0,0.0,0,0.5,gas,2020.2308639856624,56358.38911511695,0.0
2017-09-06 03:00:00,8088.0,19.061026681639014,135475.65599587525,445.7172253196362,3150511.410066226,0.0021955561255656616,15.88349062936422,0.08530486577037984,269.7394839991456,401.5074715261766,0.0,205.2836901803817,7882.716309819618,0.0,0.0,0.0,0.0,0,0.5,gas,2008.0477330371882,56433.92959946347,0.0
2017-09-06 04:00:00,9156.0,20.51385558409212,156811.72672678574,457.6009918604651,3557152.4681009823,0.0022558599869593565,17.9502414144115,0.08444794639623324,323.87438699965725,724.299084102692,0.0,165.4458673917179,8990.554132608282,0.0,0.0,0.0,0.0,0,0.5,gas,1618.361393758986,64365.17333969086,0.0
2017-09-06 05:00:00,10597.0,21.273650670153643,186796.851750514,450.98808152472526,4105842.3209522613,0.0022225646749016634,20.721653100566066,0.08251106060606059,374.1947689470057,783.506950796764,0.0,175.15061021339687,10421.849389786603,0.0,0.0,0.0,0.0,0,0.5,gas,1713.2914235419546,74446.92745512382,0.0
2017-09-06 06:00:00,12043.0,24.783881807788315,219794.98182170896,585.7528602272727,4797514.041281269,0.0029110415261585894,24.233133678485338,0.13670633552014994,581.8724121907568,1002.7924278662622,0.0,90.05383491271249,11952.946165087287,0.0,0.0,0.0,0.0,0,0.5,gas,880.890239691624,88113.96589667187,0.0
2017-09-06 07:00:00,12844.0,26.6895021454741,240417.54648996942,520.1193999999999,5250850.1130527975,0.0025700400534045395,26.505411067214006,0.1271003463203463,620.819358137791,1078.692467666377,0.0,68.02341702618719,12775.976582973813,0.0,0.0,0.0,0.0,0,0.5,gas,665.3926974561583,96741.75903494624,0.0
2017-09-06 08:00:00,13654.0,28.401366459627326,262835.20943742234,517.4194446428571,5692503.644996035,0.002557879339118825,28.729414373569103,0.2660027272727273,679.5148438843723,1139.4515537513212,0.0,80.0347107627307,13573.965289237269,0.0,0.0,0.0,0.0,0,0.5,gas,782.8849889154385,104816.14435461225,0.0
2017-09-06 09:00:00,14300.0,28.63825769612193,280574.6540605759,570.8431663415365,6061879.735041603,0.0028840309123649463,32.64584237817962,0.03795733622921329,760.3169686388981,1231.8436797665527,0.0,0.0,14300.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,112450.93818317384,0.0
2017-09-06 10:00:00,14146.0,28.63825769612193,276164.3623753731,570.8431663415365,5973969.887425007,0.0028840309123649463,32.20170161767542,0.03795733622921329,754.4715388595993,1226.4363807472917,0.0,0.0,14146.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,110820.47473779568,0.0
2017-09-06 11:00:00,13912.0,28.603162250123567,269469.0425423873,551.9161437125748,5843645.904797304,0.0027892455089820363,31.543130808673983,0.027896385542168674,747.3188736805672,1211.4355779247694,0.0,0.0,13912.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,108403.29297396522,0.0
2017-09-06 12:00:00,13778.0,28.516871975893242,265647.42682747013,568.1133787128713,5767585.323440515,0.0028723366336633666,31.158579413356346,0.03786726457399104,742.2856656288304,1206.7828564720537,0.0,0.0,13778.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,106992.10291066337,0.0
2017-09-06 13:00:00,13721.0,28.516871975893242,264021.9651248442,568.1133787128713,5735202.860853882,0.0028723366336633666,30.994856225237534,0.03786726457399104,740.127231548113,1204.8756529856971,0.0,0.0,13721.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,106391.28904927723,0.0
2017-09-06 14:00:00,13678.0,28.516871975893242,262795.7396298808,568.1133787128713,5710773.985569228,0.0028723366336633666,30.87134574999001,0.03786726457399104,738.4989391714314,1203.436885443358,0.0,0.0,13678.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,105938.04350472277,0.0
2017-09-06 15:00:00,13788.0,28.516871975893242,265932.59554722905,568.1133787128713,5773266.457227644,0.0028723366336633666,31.18730277969298,0.03786726457399104,742.6643382745704,1207.1174535749233,0.0,0.0,13788.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,107097.50885125741,0.0
2017-09-06 16:00:00,13911.0,28.603162250123567,269440.4393801372,551.9161437125748,5843093.988653592,0.0027892455089820363,31.540341563165,0.027896385542168674,747.2909772950251,1211.3609949051606,0.0,0.0,13911.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,108393.05621838546,0.0
2017-09-06 17:00:00,13916.0,28.603162250123567,269583.4551913878,551.9161437125748,5845853.569372155,0.0027892455089820363,31.55428779070991,0.027896385542168674,747.4304592227359,1211.7339100032043,0.0,0.0,13916.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,108444.23999628422,0.0
2017-09-06 18:00:00,14090.0,28.63825769612193,274560.61994439026,570.8431663415365,5942002.670109881,0.0028840309123649463,32.040195886582985,0.03795733622921329,752.3459280307634,1224.4700901948331,0.0,0.0,14090.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,110227.57893947636,0.0
2017-09-06 19:00:00,13455.0,28.24374817040076,256472.60103368683,544.5962783018867,5586464.107685275,0.0027524642295597484,28.202584446688462,0.027696855345911948,655.9497214083241,1115.5512953336488,0.0,0.0,13455.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,103630.00488336872,0.0
2017-09-06 20:00:00,12079.0,25.515706905032644,219802.71315479995,447.01454235233615,4823972.430680576,0.002259093593887746,24.356095304589346,0.12334578313253013,579.8110004970396,1003.8773088944329,0.0,0.0,12079.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,89485.85488326942,0.0
2017-09-06 21:00:00,10101.0,20.926760087582103,176327.87083251486,447.7839053956834,3899082.9118455336,0.00220621014590197,19.68291219668026,0.08704699250570216,350.2449180493783,759.1154624708488,0.0,124.93587781279058,9976.06412218721,0.0,0.0,0.0,0.0,0,0.5,gas,1222.1000411505695,71102.90577699084,0.0
2017-09-06 22:00:00,8101.0,19.061026681639014,135723.44934273657,445.7172253196362,3154953.311388683,0.0021955561255656616,15.906118370480364,0.08530486577037984,269.81028959681385,401.76305389712223,0.0,203.66455660637448,7897.335443393626,0.0,0.0,0.0,0.0,0,0.5,gas,1992.2096628041718,56532.132229113944,0.0
2017-09-06 23:00:00,7417.0,18.521305876649055,122859.86082700541,437.50972596767474,2882439.038610886,0.0021542891376536235,14.543096928242838,0.08186664668664667,208.2142558545465,316.46387726515866,0.0,79.3802293941597,7337.61977060584,0.0,0.0,0.0,0.0,0,0.5,gas,776.4829711646893,52690.70388790773,0.0
2017-09-07 00:00:00,6851.0,17.75976217885375,112742.24105557706,478.2995460227272,2660781.542150344,0.002359917650807137,13.411626819486516,0.08225556277056276,201.49809657427846,300.89925211506045,0.0,200.89700810952556,6650.102991890474,0.0,0.0,0.0,0.0,0,0.5,gas,1965.138006598632,47394.43002637854,0.0
2017-09-07 01:00:00,6473.0,17.461649776914737,106122.11493138412,449.9292211029932,2518630.3034908213,0.0022032010258931463,12.700370794972308,0.08249931112365894,194.7772608744647,289.8340068440448,0.0,204.12096010398506,6268.879039896015,0.0,0.0,0.0,0.0,0,0.5,gas,1996.6741188353446,44726.72679609233,0.0
2017-09-07 02:00:00,6151.0,17.046936262235377,100516.6419224398,466.36908455497377,2389571.490668593,0.0023009338454763415,12.054240066809257,0.08194128148959473,185.55394955440903,278.4608528960217,0.0,183.07241434146863,5967.927585658531,0.0,0.0,0.0,0.0,0,0.5,gas,1790.7810711947295,42537.99199285288,0.0
2017-09-07 03:00:00,6385.0,17.461649776914737,104585.48975101562,449.9292211029932,2483956.647741705,0.0022032010258931463,12.526635896948576,0.08249931112365894,192.796662248315,287.2831191348389,0.0,201.26027898943397,6183.739721010566,0.0,0.0,0.0,0.0,0,0.5,gas,1968.691456296645,44111.41488291797,0.0
2017-09-07 04:00:00,7251.0,17.873468942516507,119861.5620747817,474.0983719514526,2821174.340927385,0.0023393797183479887,14.223419023779911,0.10145318389373181,207.52047224355064,312.3351068279432,0.0,169.35005715102722,7081.649942848972,0.0,0.0,0.0,0.0,0,0.5,gas,1656.5514681318664,50676.48179016073,0.0
2017-09-07 05:00:00,9068.0,20.51385558409212,155006.50743538563,457.6009918604651,3516849.6096342825,0.0022558599869593565,17.750702241955313,0.08444794639623324,317.2168928231717,710.8991465773775,0.0,128.77920072505125,8939.220799274948,0.0,0.0,0.0,0.0,0,0.5,gas,1259.6947270923192,63975.5020903728,0.0
2017-09-07 06:00:00,10155.0,20.926760087582103,177457.9158772443,447.7839053956834,3922688.892317803,0.00220621014590197,19.799537056314993,0.08704699250570216,356.1245696733944,764.8823166361291,0.0,148.5253514970011,10006.474648503,0.0,0.0,0.0,0.0,0,0.5,gas,1452.8479837343016,71310.53091987343,0.0
2017-09-07 07:00:00,10476.0,21.231692972139207,184227.43634113454,450.64481924889134,4051771.898526654,0.0022208025547243576,20.45378313903154,0.08249662040249825,365.7125921012321,774.3412366600985,0.0,128.00652286799055,10347.99347713201,0.0,0.0,0.0,0.0,0,0.5,gas,1252.1365327814349,73904.31710221405,0.0
2017-09-07 08:00:00,11133.0,21.892716528844034,198351.61431426907,453.49935209141483,4307174.664562792,0.0022351966807451443,21.737031519258693,0.08262849593902702,385.2132773305957,797.6186517399594,0.0,148.67502665438792,10984.324973345612,0.0,0.0,0.0,0.0,0,0.5,gas,1454.3120789101945,78439.11535485584,0.0
2017-09-07 09:00:00,11207.0,22.52139010494752,198975.77924359884,433.2590431034483,4315079.051327163,0.002348275862068965,21.794119261743194,0.021545762711864404,369.1681046910314,784.2999306412172,0.0,0.0,11207.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,80036.54445859892,0.0
2017-09-07 10:00:00,11308.0,23.195603650389696,201259.05223171404,602.1218088235295,4364950.656653598,0.0031156862745098037,22.054348262061445,0.11777029702970297,372.5018805304913,789.1665870635193,0.0,0.0,11308.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,80962.00350733602,0.0
2017-09-07 11:00:00,11149.0,21.892716528844034,197687.89774737906,380.8314041828297,4292135.10033484,0.001924598968966925,21.677087249904766,0.01915153733259952,367.28664640584054,782.4486522961448,0.0,0.0,11149.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,79611.05524672606,0.0
2017-09-07 12:00:00,11214.0,22.52139010494752,199133.42897433348,433.2590431034483,4318111.864628887,0.002348275862068965,21.810557192777676,0.021545762711864404,369.31892503001444,784.6015024299585,0.0,0.0,11214.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,80092.83411377133,0.0
2017-09-07 13:00:00,11070.0,21.892716528844034,195958.37314160037,380.8314041828297,4262049.419404397,0.001924598968966925,21.52504393135638,0.01915153733259952,365.7736749565652,778.5940346964119,0.0,0.0,11070.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,79053.01153203679,0.0
2017-09-07 14:00:00,11298.0,22.643650173181594,201030.36923421323,546.2831413043479,4359260.557299492,0.0027634782608695653,22.025279964047705,0.037504347826086956,371.80014807802314,788.2323334230462,0.0,0.0,11298.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,80856.3484895214,0.0
2017-09-07 15:00:00,12062.0,24.804436463565697,219379.64104561292,531.3512142857143,4815105.06811161,0.002161904761904762,24.319152078362904,0.0399952380952381,578.9674097879123,1002.4427431703255,0.0,0.0,12062.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,89321.37623901841,0.0
2017-09-07 16:00:00,12028.0,24.783881807788315,218536.43483551417,645.3384204545454,4796237.073445215,0.0032762886597938142,24.237806126181454,0.12730721649484536,576.9932144344957,999.3061976833425,0.0,0.0,12028.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,88971.20370585237,0.0
2017-09-07 17:00:00,11991.0,24.783881807788315,217619.43120862602,645.3384204545454,4772359.551888397,0.0032762886597938142,24.116583445769084,0.12730721649484536,572.2828474241865,993.4876510200905,0.0,0.0,11991.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,88527.11961494328,0.0
2017-09-07 18:00:00,12349.0,25.635745461584275,226704.72168840672,449.2926916438356,4967952.607164024,0.0022745400000000002,25.083774660008856,0.023253658536585366,595.802664301521,1032.532487176466,0.0,0.0,12349.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,92157.63759220154,0.0
2017-09-07 19:00:00,11896.0,24.404437632773508,215279.01566250154,467.19379378444575,4717650.227911756,0.0023608185343947747,23.83924169107234,0.029637745279526104,563.8059821511874,981.661835101699,0.0,0.0,11896.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,87510.37356899364,0.0
2017-09-07 20:00:00,10151.0,20.926760087582103,177374.20883689396,447.7839053956834,3920940.301171709,0.00220621014590197,19.79089817782353,0.08704699250570216,355.68903992346725,764.4551422535158,0.0,146.77798307594847,10004.222016924052,0.0,0.0,0.0,0.0,0,0.5,gas,1435.755543542914,71295.15127965991,0.0
2017-09-07 21:00:00,8544.0,20.101104466592837,144351.00510422332,433.39181075581394,3301327.1983036497,0.002133385568354705,16.657435521924345,0.13577025304592313,294.94648326888034,540.4324037672188,0.0,97.6705600966735,8446.329439903326,0.0,0.0,0.0,0.0,0,0.5,gas,955.3956605820063,60281.13272784495,0.0
2017-09-07 22:00:00,7154.0,17.873468942516507,118127.83558735761,474.0983719514526,2780970.3992277686,0.0023393797183479887,14.018957666893133,0.10145318389373181,205.39414857522146,308.8719010653162,0.0,181.26233785278163,6972.7376621472185,0.0,0.0,0.0,0.0,0,0.5,gas,1773.0752320872093,49814.59635097235,0.0
2017-09-07 23:00:00,5439.0,16.87438156709553,88440.84750915677,461.4690406135725,2101247.0047072265,0.002275481919300178,10.596063466374257,0.08478290065137238,162.88463624906015,246.49997069189632,0.0,191.42196296013634,5247.578037039863,0.0,0.0,0.0,0.0,0,0.5,gas,1872.4548376827884,37107.99911836304,0.0
2017-09-08 00:00:00,4850.0,16.62819512195122,78579.0395462572,454.52383060836496,1866509.7243924104,0.0022402664270309127,9.412317052909449,0.09242222534222533,142.5989465362862,214.51774874687703,0.0,169.23858394128763,4680.761416058712,0.0,0.0,0.0,0.0,0,0.5,gas,1655.4610574620497,32970.41425756785,0.0
2017-09-08 01:00:00,5188.0,16.824459655307482,84215.57907381536,466.38980191441436,1998203.459084417,0.0023002937428082287,10.07776779977513,0.08356172624073552,153.86154493739406,234.35924813151274,0.0,169.8106241109675,5018.189375889033,0.0,0.0,0.0,0.0,0,0.5,gas,1661.0566503945545,35407.63507934146,0.0
2017-09-08 02:00:00,5393.0,16.87438156709553,87664.62595707037,461.4690406135725,2082130.05920384,0.002275481919300178,10.500059461567202,0.08478290065137238,161.1929235395642,244.18913654421414,0.0,186.0760170141904,5206.92398298581,0.0,0.0,0.0,0.0,0,0.5,gas,1820.161766429717,36805.558618928386,0.0
2017-09-08 03:00:00,5224.0,16.824459655307482,84821.25962140643,466.38980191441436,2012941.0758254605,0.0023002937428082287,10.151923214477128,0.08356172624073552,155.14888975121661,236.0852091457492,0.0,172.66273678702385,5051.337263212976,0.0,0.0,0.0,0.0,0,0.5,gas,1688.9554980257967,35653.15224811037,0.0
2017-09-08 04:00:00,5900.0,17.046936262235377,96237.86092061872,466.36908455497377,2277434.036675992,0.0023009338454763415,11.495566160471512,0.08194128148959473,167.930245127156,258.82814952374326,0.0,110.79604754054091,5789.203952459458,0.0,0.0,0.0,0.0,0,0.5,gas,1083.7867923056547,41163.178733288005,0.0
2017-09-08 05:00:00,6980.0,17.75976217885375,115033.2503766492,478.2995460227272,2711615.847116493,0.002359917650807137,13.668246299934388,0.08225556277056276,202.9862482198342,304.11680820677117,0.0,193.62940247572274,6786.370597524277,0.0,0.0,0.0,0.0,0,0.5,gas,1894.0476096716154,48407.895674850966,0.0
2017-09-08 06:00:00,8484.0,20.101104466592837,143144.93883622775,433.39181075581394,3280444.7858607396,0.002133385568354705,16.552289343981407,0.13577025304592313,287.2405169788132,468.8067073838218,0.0,94.33722676334017,8389.66277323666,0.0,0.0,0.0,0.0,0,0.5,gas,922.7895999759456,59926.25278834788,0.0
2017-09-08 07:00:00,9229.0,20.585003898050974,158311.09302678503,444.52064999999993,3588830.319953658,0.002190189593922501,18.107815577656723,0.08205445141065829,328.3013083421359,732.6390718855813,0.0,187.79581656544494,9041.204183434555,0.0,0.0,0.0,0.0,0,0.5,gas,1836.9845329492614,64734.620114235506,0.0
2017-09-08 08:00:00,9920.0,20.926760087582103,171483.62514189546,369.40051079136686,3812532.031236145,0.0018666258992805756,19.259693659427988,0.02798853046594982,334.5505593976767,739.8265194861423,0.0,0.0,9920.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,70716.9275490565,0.0
2017-09-08 09:00:00,10209.0,20.97799650759772,177532.02599856432,546.4709642857143,3921248.9632487935,0.0027564285714285716,19.808998732633334,0.045399999999999996,342.83199109329377,750.3450791094334,0.0,0.0,10209.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,72733.25059914628,0.0
2017-09-08 10:00:00,10301.0,21.231692972139207,179468.80500316367,375.1223384977827,3968347.3781632455,0.001895810716925351,20.04663210837238,0.018887786259541985,346.32160101015154,753.279155919632,0.0,0.0,10301.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,73606.11718287368,0.0
2017-09-08 11:00:00,10342.0,21.231692972139207,180339.30441502138,375.1223384977827,3983727.394041654,0.001895810716925351,20.124360347766316,0.018887786259541985,347.09600024679276,754.1709438124859,0.0,0.0,10342.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,73891.35248590398,0.0
2017-09-08 12:00:00,10933.0,21.892716528844034,192959.07097714875,380.8314041828297,4209875.517031349,0.001924598968966925,21.261373872607912,0.01915153733259952,363.1499143419991,771.9094446816853,0.0,0.0,10933.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,78085.26483694273,0.0
2017-09-08 13:00:00,10600.0,21.273650670153643,185819.4337733906,375.80886304945057,4080547.4508618107,0.0018993349572799625,20.61367711717781,0.018916666666666665,351.97066842854275,759.7848614928166,0.0,0.0,10600.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,75687.06467253581,0.0
2017-09-08 14:00:00,10608.0,21.273650670153643,185989.6229787518,375.80886304945057,4083553.921766206,0.0018993349572799625,20.62887179683605,0.018916666666666665,352.1220017618761,759.9591798163732,0.0,0.0,10608.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,75742.83689058092,0.0
2017-09-08 15:00:00,10732.0,21.273650670153643,188627.55566185087,375.80886304945057,4130154.220784338,0.0018993349572799625,20.864389331538767,0.018916666666666665,354.46766842854277,762.6611138314997,0.0,0.0,10732.0,0.0,0.0,0.0,0.0,0,0.0,gas,0.0,76607.30627028017,0.0
