datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-06-27 12:00:00,49081.0,37.22452279159756,1255026.9339626734,547.0415956141701,31629575.18281561,0.0027647955658819247,31663.53385641943,0.1406510807155737,13045.88817948093,435743.5418035032,0.0,19833.0,29248.00000000002,0.0,0.0,0.0,0.0,0,0.0,gas,201401.66559285444,229900.86515745497,0.0
2017-06-27 13:00:00,48530.0,37.15248837209303,1234517.7929731212,570.5185666666666,31327643.23156865,0.0028854222222222227,31662.00782319872,0.06334883720930233,12970.07539371463,435635.7473136667,0.0,19833.0,28697.00000000002,0.0,0.0,0.0,0.0,0,0.0,gas,201401.66559285444,224299.1765382605,0.0
2017-06-27 14:00:00,47236.0,35.44809965217393,1187884.7214488073,568.6017459016393,30579472.198568653,0.0028728524590163934,31657.551550742624,0.1459921568627451,12753.790536597846,435423.0074569955,0.0,19833.0,27403.000000000007,0.0,0.0,0.0,0.0,0,0.0,gas,201401.66559285444,210417.9490666069,0.0
2017-06-27 15:00:00,47314.0,35.44809965217393,1190649.6732216768,568.6017459016393,30623823.13474898,0.0028728524590163934,31657.77563323443,0.1459921568627451,12765.17792483314,435427.8819439882,0.0,19833.0,27481.000000000007,0.0,0.0,0.0,0.0,0,0.0,gas,201401.66559285444,211240.57606660688,0.0
2017-06-27 16:00:00,45336.0,33.562998533973726,1121441.280888307,571.5847028846154,29507320.293994285,0.0028877746794871793,31652.129632158078,0.13873005521049,12524.5136665245,435266.9152048554,0.0,19833.0,25503.000000000007,0.0,0.0,0.0,0.0,0,0.0,gas,201401.66559285444,190531.6382495473,0.0
2017-06-27 17:00:00,42727.0,32.450568908002325,1035404.119268134,1136.1146960175083,27625775.665763512,2.8608031240875915,29537.852675424638,0.47032361926218413,11990.207070039678,416615.95894780103,0.0,19095.807370090173,23631.192629909838,0.0,0.0,0.0,0.0,0,1.0,coal,192403.61708938386,171169.92211541062,0.0
2017-06-27 18:00:00,40325.0,29.78921367665682,959887.5155917354,442.0303382352941,26538632.005864434,0.002234688888888889,29355.87191076053,0.05195257731958763,11755.174265356303,414566.9768362546,0.0,19034.0,21291.000000000007,0.0,0.0,0.0,0.0,0,0.0,gas,191649.2131890477,152306.68419979146,0.0
2017-06-27 19:00:00,38621.0,27.20942839211587,912125.7791886673,1057.3397586206895,25239445.589253638,0.8165439306358382,27292.791971985196,0.38996763005780344,11026.911690197045,397584.8445022989,0.0,18080.373377415395,20540.626622584605,0.0,0.0,0.0,0.0,0,1.0,coal,181528.26380091978,146046.22925660363,0.0
2017-06-27 20:00:00,36992.0,26.648693097372313,868448.482221931,416.45627192982454,24527599.13419531,0.002104101926782274,27217.50618392109,0.05848124765478424,10898.323385973357,396764.4575689236,0.0,17992.0,19000.0,0.0,0.0,0.0,0.0,0,0.0,gas,180582.01217462856,134575.67025424945,0.0
2017-06-27 21:00:00,32582.0,26.090545310692306,752058.3398255963,703.7772585442726,21009007.65507419,1.3096520104807465,23850.7648223027,0.2605434950923612,8980.36230454174,356942.82981245656,0.0,14891.046344211085,17690.95365578892,0.0,0.0,0.0,0.0,0,0.5,gas,147870.12401593802,124249.09466455672,0.0
2017-06-27 22:00:00,29569.0,24.926932493631863,675553.5534924396,680.792578864254,19166171.406731922,1.418395016678527,20725.269205014127,0.2866991976981074,8272.837854076932,305091.9083754052,0.0,13810.039210115052,15758.960789884952,0.0,0.0,0.0,0.0,0,0.5,gas,137049.3875032714,109795.58667829692,0.0
2017-06-27 23:00:00,26588.0,24.517133530535208,601905.0288753349,954.1620924210349,16818503.286301535,1.4576402331611045,17163.77326983889,0.4000135264196915,7362.410023361276,254431.36770761345,0.0,11735.493158187524,14852.506841812477,0.0,0.0,0.0,0.0,0,1.0,coal,116732.69439609534,103119.1771409953,0.0
2017-06-28 00:00:00,24661.0,24.066106423331544,555084.9907968754,672.2076226743012,15828406.963507816,1.005606840810993,16737.034826790725,0.27241532151272063,7064.812354902696,248342.50386937836,0.0,11275.656222757412,13385.34377724259,0.0,0.0,0.0,0.0,0,0.5,gas,112368.81714022902,92726.44776040436,0.0
